#,Заказной код,Параметр:Заказной код:Давление,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Материал корпуса,Параметр:Заказной код:Размер шкалы,Параметр:Заказной код:Материал мембраны,Параметр:Заказной код:Материал нижней секции мембраны,Параметр:Заказной код:Заполнение глицерином,Параметр:Заказной код:Поверка
,GD-32-S-L-S-8G-100A-V150kPa-VE-GW,от -100 до 150КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V300kPa-VE-GW,от -100 до 300КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V500kPa-VE-GW,от -100 до 500КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-100A-V0,9MPa-VE-GW",от -0.1 до 0.9МПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-100A-V1,5MPa-VE-GW",от -0.1 до 1.5МПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-100A-V2,4MPa-VE-GW",от -0.1 до 2.4МПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V0kPa-VE-GW,от -100 до 0КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V60kPa-VE-GW,от -100 до 60КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V150kPa-VE-GW,от -100 до 150КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V300kPa-VE-GW,от -100 до 300КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V500kPa-VE-GW,от -100 до 500КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-100A-V0,9MPa-VE-GW",от -0.1 до 0.9МПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-100A-V1,5MPa-VE-GW",от -0.1 до 1.5МПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-100A-V2,4MPa-VE-GW",от -0.1 до 2.4МПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V0kPa-VE-GW,от -100 до 0КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V60kPa-VE-GW,от -100 до 60КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V150kPa-VE-GW,от -100 до 150КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V300kPa-VE-GW,от -100 до 300КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V500kPa-VE-GW,от -100 до 500КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-100A-V0,9MPa-VE-GW",от -0.1 до 0.9МПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-100A-V1,5MPa-VE-GW",от -0.1 до 1.5МПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-100A-V2,4MPa-VE-GW",от -0.1 до 2.4МПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V0psi-VE-GW,от -14.5 до 0psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V8psi-VE-GW,от -14.5 до 8psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V20psi-VE-GW,от -14.5 до 20psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V40psi-VE-GW,от -14.5 до 40psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V70psi-VE-GW,от -14.5 до 70psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V130psi-VE-GW,от -14.5 до 130psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V200psi-VE-GW,от -14.5 до 200psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-100A-V350psi-VE-GW,от -14.5 до 350psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V0psi-VE-GW,от -14.5 до 0psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V8psi-VE-GW,от -14.5 до 8psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V20psi-VE-GW,от -14.5 до 20psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V40psi-VE-GW,от -14.5 до 40psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V70psi-VE-GW,от -14.5 до 70psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V130psi-VE-GW,от -14.5 до 130psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V200psi-VE-GW,от -14.5 до 200psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-100A-V350psi-VE-GW,от -14.5 до 350psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V0psi-VE-GW,от -14.5 до 0psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V8psi-VE-GW,от -14.5 до 8psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V20psi-VE-GW,от -14.5 до 20psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V40psi-VE-GW,от -14.5 до 40psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V70psi-VE-GW,от -14.5 до 70psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V130psi-VE-GW,от -14.5 до 130psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V200psi-VE-GW,от -14.5 до 200psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-100A-V350psi-VE-GW,от -14.5 до 350psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-150A-0,6bar",от 0 до 0.6бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-1bar,от 0 до 1бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-8G-150A-1,6bar",от 0 до 1.6бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-8G-150A-2,5bar",от 0 до 2.5бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-4bar,от 0 до 4бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-6bar,от 0 до 6бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-10bar,от 0 до 10бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-16bar,от 0 до 16бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-25bar,от 0 до 25бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-40bar,от 0 до 40бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-60bar,от 0 до 60бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-100bar,от 0 до 100бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-160bar,от 0 до 160бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-250bar,от 0 до 250бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-400bar,от 0 до 400бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-20M-150A-0,6bar",от 0 до 0.6бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-1bar,от 0 до 1бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-20M-150A-1,6bar",от 0 до 1.6бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-20M-150A-2,5bar",от 0 до 2.5бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-4bar,от 0 до 4бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-6bar,от 0 до 6бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-10bar,от 0 до 10бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-16bar,от 0 до 16бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-25bar,от 0 до 25бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-40bar,от 0 до 40бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-60bar,от 0 до 60бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-100bar,от 0 до 100бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-160bar,от 0 до 160бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-250bar,от 0 до 250бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-400bar,от 0 до 400бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-8N-150A-0,6bar",от 0 до 0.6бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-1bar,от 0 до 1бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-8N-150A-1,6bar",от 0 до 1.6бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-8N-150A-2,5bar",от 0 до 2.5бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-4bar,от 0 до 4бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-6bar,от 0 до 6бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-10bar,от 0 до 10бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-16bar,от 0 до 16бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-25bar,от 0 до 25бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-40bar,от 0 до 40бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-60bar,от 0 до 60бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-100bar,от 0 до 100бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-160bar,от 0 до 160бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-250bar,от 0 до 250бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8N-150A-400bar,от 0 до 400бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-60kPa,от 0 до 60кПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-100kPa,от 0 до 100кПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-160kPa,от 0 до 160кПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-250kPa,от 0 до 250кПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-400kPa,от 0 до 400кПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-600kPa,от 0 до 600кПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-1Mpa,от 0 до 1МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-8G-150A-1,6MPa",от 0 до 1.6МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,"GD-32-S-L-S-8G-150A-2,5MPa",от 0 до 2.5МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-4MPa,от 0 до 4МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-6MPa,от 0 до 6МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-10MPa,от 0 до 10МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-16MPa,от 0 до 16МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-25MPa,от 0 до 25МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-8G-150A-40MPa,от 0 до 40МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-60kPa,от 0 до 60кПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-100kPa,от 0 до 100кПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-160kPa,от 0 до 160кПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-250kPa,от 0 до 250кПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-400kPa,от 0 до 400кПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-600kPa,от 0 до 600кПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
,GD-32-S-L-S-20M-150A-1Mpa,от 0 до 1МПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,нет
